1.340000 2.568000
-1.352000 2.704000
1.568000 2.984000
1.388000 2.692000
-1.428000 2.216000
-1.216000 1.488000
0.408000 0.604000
-0.916000 1.708000
0.872000 1.488000
-0.120000 0.068000
-1.104000 1.304000
0.632000 0.484000
1.736000 3.152000
0.744000 0.824000
0.888000 1.044000
0.872000 0.840000
-1.092000 1.944000
1.436000 2.232000
-1.056000 1.724000
1.404000 2.492000
-0.168000 0.548000
-0.236000 0.604000
-1.752000 3.776000
-1.932000 3.864000
1.688000 3.012000
1.756000 3.644000
0.320000 0.520000
-1.504000 3.108000
1.220000 2.248000
1.568000 2.876000
-1.488000 2.284000
-1.352000 2.064000
-0.756000 1.420000
-0.844000 0.760000
-0.564000 0.452000
-1.132000 1.716000
1.324000 2.088000
-0.188000 0.536000
0.848000 1.388000
1.528000 3.220000
-1.700000 3.432000
-0.628000 0.772000
-1.120000 1.780000
1.332000 2.236000
-0.368000 0.140000
1.812000 3.836000
1.420000 2.344000
-1.628000 2.720000
0.684000 0.660000
1.324000 2.288000
0.552000 1.292000
1.864000 3.636000
0.352000 0.144000
1.768000 3.324000
0.324000 0.160000
1.564000 3.224000
-1.600000 3.408000
1.024000 1.336000
1.408000 2.028000
0.876000 1.760000
-0.144000 0.844000
1.184000 2.088000
0.120000 0.316000
1.244000 2.324000
-1.720000 3.492000
-1.028000 1.552000
0.152000 0.960000
-1.848000 3.964000
0.224000 0.876000
-0.408000 0.532000
-1.252000 2.084000
-1.764000 3.748000
-1.548000 3.136000
-1.468000 2.688000
0.232000 0.480000
-1.524000 2.676000
1.208000 1.588000
-0.020000 0.964000
1.484000 2.620000
-0.232000 0.112000
-0.132000 0.920000
-0.648000 0.724000
1.692000 3.088000
-1.716000 3.832000
1.360000 2.592000
-0.472000 0.404000
-1.412000 2.056000
1.108000 1.592000
-0.828000 1.556000
-0.696000 1.336000
1.384000 1.976000
1.744000 3.556000
0.080000 0.164000
0.428000 0.832000
0.704000 1.352000
1.700000 3.316000
0.760000 1.296000
-0.852000 1.640000
0.976000 1.004000
0.508000 0.828000
0.608000 0.784000
-0.004000 0.164000
0.236000 0.808000
0.332000 0.460000
0.032000 0.384000
-0.484000 1.048000
